Attorney_ID,Canonical_Name,AKA_1,AKA_2,AKA_3,Variants_Merged,Firms,N_MDLs,N_Mentions,MDLs,Roles,Confidence,Gender,Birth_Year,Undergrad_School,Undergrad_Grad_Year,Law_School_Name,Law_Grad_Year,Bar_States,Sources,Notes
A1079,Barry Julian,,,,1,,1,1,2385,Management,high,,,,,,,,,
A1080,Ron Meneo,Ron Michael Meneo,,,1,,1,2,2385,Coordination; Settlement,high,,,,,,,,,
A1081,Shawn J. Wanta,,,,1,Baillon Thume Jozwiak Miller & Wanta LLP; Baillon Thome Jozwiak & Wanta LLP; BAILLON THOME JOZWIAK & WANTA LLP,2,3,"2359, 2564",ClassCounsel; Discovery; LeadCounsel; Management,high,,,,,,,,,
A1082,Karen H. Riebel,Karen Hanson Riebel,Karen Riebel,,1,Lockridge Grindal Nauen PLLP; Lockridge Grindal Nauen P.L.L.P.,6,21,"03083, 2359, 2583, 2915, 3083, 3108",ClassCounsel; Discovery; Expert; LeadCounsel; Management,high,,,,,,,,,
A1083,Mariana Cole,,,,1,,1,1,2359,Discovery,high,,,,,,,,,
A1084,Victoria Romanenko,,,,1,,1,1,2359,Discovery,high,,,,,,,,,
A1085,Brian Fox,,,,1,,1,1,2359,Discovery,high,,,,,,,,,
A1086,Robin Switzenbaum,,,,1,,1,1,2359,Motions,high,,,,,,,,,
A1087,Frances Baillon,,,,1,,1,1,2359,Motions,high,,,,,,,,,
A1088,Lawrence Deutsch,,,,1,,1,1,2359,Motions,high,,,,,,,,,
A1089,John Restaino,,,,1,,1,1,2385,Management,high,,,,,,,,,
A1090,Sobol,,,,1,,1,1,2409,LeadCounsel,high,,,,,,,,,
A1091,Gerstein,,,,1,,1,1,2409,LeadCounsel,high,,,,,,,,,
A1092,Sorensen,,,,1,,1,1,2409,LeadCounsel,high,,,,,,,,,
A1093,Beth Terrell,,,,1,"Terrell Marshall Daudt & Willie, PLLC",1,1,2416,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1094,Keith Keogh,Keith J. Keogh,,,1,"Keogh Law, Ltd.; Keogh Law Ltd.; Keogh Law, LTD",2,3,"2416, 2478",ClassCounsel; Communications; LeadCounsel,high,,,,,,,,,
A1095,Tom Zimmerman,,,,1,Zimmerman Law Offices,2,3,"2439, 3108",LeadCounsel; Management,high,,,,,,,,,
A1096,Stephen P. DeNittis,Stephen Denittis,,,1,"DeNittis Osefchen, P.C.; Denittis Osefchen Prince, P.C.",3,3,"2439, 2588, 2903",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1097,Sean F. Rommel,,,,1,,1,1,2430,LeadCounsel,high,,,,,,,,,
A1098,F. Jerome Tapley,,,,1,,1,1,2430,LeadCounsel,high,,,,,,,,,
A1099,Caroline F. Bartlett,Caroline Fabend Bartlett,Caroline Bartlett,,1,Carella Byrne Cecchi Brody Agnello P.C.; Carella Byrne,4,6,"2415, 2973, 3055, 3108",Communications; Discovery; LeadCounsel; Management,high,,,,,,,,,
A1100,Benedict Morelli,Benedict P. Morelli,,,1,"Morelli, Alters, Ratner, P.C.; Morelli Law Firm, PLLC",2,2,"2415, 2654",Management,high,,,,,,,,,
A1101,Judy Scolnick,,,,1,"Scott + Scott, LLP",1,1,2415,Management,high,,,,,,,,,
A1102,Roland Tellis,,,,1,"Baron & Budd, P.C.; Baron Budd, P.C.",6,9,"2415, 2905, 2948, 3047, 3051, 3052",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1103,Olha N.M. Rybakoff,,,,1,Tennessee Attorney General's Office,1,1,2446,LeadCounsel,high,,,,,,,,,
A1104,Gregory C. Strong,,,,1,Delaware Department of Justice,1,1,2446,Communications,high,,,,,,,,,
A1105,Jayne A. Goldstein,,,,1,Shepherd Finkelman Miller & Shah LLP,1,1,2409,LeadCounsel,high,,,,,,,,,
A1106,Brian Penny,,,,1,"Goldman, Scarlato, Karon & Penny, PC",1,1,2409,Management,high,,,,,,,,,
A1107,Joseph P. Guglielmo,Joseph Guglielmo,Joseph P Guglielmo,,1,"Scott+Scott Attorneys at Law LLP; SCOTT+SCOTT, LLP; Scott+Scott, Attorneys at Law, LLP; Scott + Scott, Attorneys at Law LLP",9,11,"2409, 2583, 2904, 3050, 3056, 3080, 3083, 3114, 3115",ClassCounsel; Communications; Discovery; LeadCounsel; Management,high,,,,,,,,,
A1108,Thomas Shapiro,,,,1,"Shapiro, Haber, & Urmy LLP",1,1,2409,Management,high,,,,,,,,,
A1109,Samuel Rudman,,,,1,,1,1,2450,LeadCounsel,high,,,,,,,,,
A1110,John Yanchunis,John A. Yanchunis,"John A. Yanchunis, Sr.",,1,Morgan & Morgan Complex Litigation Group; Morgan & Morgan,7,13,"2450, 2583, 2915, 2994, 3083, 3090, 3115",ClassCounsel; Communications; Expert; LeadCounsel; Management,high,,,,,,,,,
A1111,Richard McCune,,,,1,,1,1,2450,Management,high,,,,,,,,,
A1112,Steven Jaffe,,,,1,,1,1,2450,Management,high,,,,,,,,,
A1113,Bruce Steckler,,,,1,,1,1,2450,Management,high,,,,,,,,,
A1114,Scott E. Silbert,,,,1,,1,1,2454,Communications; Management,high,,,,,,,,,
A1115,Craig Watson,,,,1,,1,1,2454,Communications,high,,,,,,,,,
A1116,Anthony De Los Reyes,,,,1,,1,1,2454,Management,high,,,,,,,,,
A1117,Gregory L. Bentley,,,,1,,1,1,2454,Management,high,,,,,,,,,
A1118,Michael J. Ecuyer,,,,1,,1,1,2454,Management,high,,,,,,,,,
A1119,W. Michael Hingle,,,,1,,1,1,2454,Management,high,,,,,,,,,
A1120,Peter Durney,,,,1,,1,1,2454,Management,high,,,,,,,,,
A1121,Daniel M. Hodes,,,,1,,1,1,2454,Management,high,,,,,,,,,
A1122,"Garth D. Wojtanowicz, Esq.",Garth D. Wojtanowicz,,,1,HAGENS BERMAN SOBOL SHAPIRO LLP,1,2,2455,ClassCounsel,high,,,,,,,,,
A1123,Eric Lechtzin,,,,1,"Berger & Montague, P.C.; Berger & Montague",1,2,2474,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1124,David M. Cialkowski,David Cialkowski,,,1,"Zimmerman Reed, PLLP; Zimmerman Reed; Zimmerman Reed LLP",3,5,"2474, 2993, 3107",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1125,R. Seth Crompton,,,,1,Holland Law Firm,1,1,2474,ClassCounsel,high,,,,,,,,,
A1126,Lewis Goldfarb,,,,1,"McElroy, Deutsch, Mulvaney & Carpenter, LLP",1,2,2471,Communications,high,,,,,,,,,
A1127,Khaldoun A. Baghdadi,Khaldoun Baghdadi,,,1,"Walkup, Melodia, Kelly & Schoenberger; Law Offices of Walkup, Melodia, Kelly & Schoenberger, A Professional Corporation",5,6,"2443, 2532, 3004, 3047, 3084",Communications; Coordination; LeadCounsel; Management,high,,,,,,,,,
A1128,Adam Voyles,,,,1,,1,1,2443,Management,high,,,,,,,,,
A1129,Douglas Campbell,,,,1,,1,1,2443,Management,high,,,,,,,,,
A1130,Joseph Scott Nabers,,,,1,"Blizzard, McCarthy & Nabers",1,1,2458,Management,high,,,,,,,,,
A1131,Jason Richards,,,,1,"Aylstock Witkin Kreis & Overholtz, PLLC",1,1,2458,Management,high,,,,,,,,,
A1132,Timothy J. Becker,,,,1,"Johnson // Becker, PLLC; JOHNSON // BECKER, PLLC",4,9,"2458, 3026, 3079, 3092",Communications; LeadCounsel; Management,high,,,,,,,,,
A1133,Karen Barth Menzies,,,,1,"Robinson Calcagnie Robinson Shapiro Davis, Inc.",1,1,2458,Management,high,,,,,,,,,
A1134,Rosemary Pinto,,,,1,Feldman and Pinto,1,1,2458,Management,high,,,,,,,,,
A1135,Christopher Schnieders,,,,1,Wagstaff & Cartmell,1,1,2458,Management,high,,,,,,,,,
A1136,John S. Steward,,,,1,"Steward Law Firm, LLC",1,1,2474,LeadCounsel,high,,,,,,,,,
A1137,Craig J. Mariam,,,,1,"Gordon & Rees, LLP",1,1,2478,Communications,high,,,,,,,,,
A1138,Thomas C. Blatchley,,,,1,"Gordon & Rees, LLP",1,1,2478,Communications,high,,,,,,,,,
A1139,Allison Fernandez,,,,1,"Gordon & Rees, LLP",1,1,2478,Communications,high,,,,,,,,,
A1140,Sergei Lemberg,,,,1,Lemberg Law LLC,1,1,2478,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1141,Brad E. Seidel,Brad Seidel,,,1,"Nix, Patterson & Roach, LLP",1,2,2502,Management,high,,,,,,,,,
A1142,Nelson J. Roach,,,,1,"Nix, Patterson & Roach, LLP",1,1,2502,Management,high,,,,,,,,,
A1143,"Edwin J. Kilpela, Jr.",,,,1,Del Sole Cavanaugh Stroyd LLC,1,1,2491,Management,high,,,,,,,,,
A1144,Stewart M. Weltman,,,,1,Stewart M. Weltman LLC,1,1,2491,Management,high,,,,,,,,,
A1145,Derek Y. Brandt,Derek Brandt,,,1,"Simmons, Browder Gianaris Angelides & Barnerd, LLC; McCune Wright Arevalo, LLP",2,2,"2519, 2993",ClassCounsel; Communications,high,,,,,,,,,
A1146,Kit A. Pierson,,,,1,Cohen Milstein Sellers & Toll PLLC,1,2,2508,ClassCounsel; Settlement,high,,,,,,,,,
A1147,Solomon B. Cera,,,,1,Gold Bennett Cera & Sidener LLP; Cera LLP,1,2,2508,ClassCounsel; Settlement,high,,,,,,,,,
A1148,"Scott N. Brown, Jr.",Scott N. Brown,,,1,"Spears, Moore, Rebman & Williams, P.C.",1,2,2508,Communications; Settlement,high,,,,,,,,,
A1149,Terence S. Ziegler,,,,1,"Kessler Topaz Meltzer & Check, LLP",1,1,2508,Settlement,high,,,,,,,,,
A1150,Ronald J. Berke,,,,1,"Berke, Berke, & Berke",1,1,2508,Settlement,high,,,,,,,,,
A1151,Charles Barrett,,,,1,"Neal & Harwell, PLC; The Barrett Law Group",2,4,"2508, 3032",Communications; Settlement,high,,,,,,,,,
A1152,Roger W. Dickson,,,,1,"Miller & Martin, PLLC",1,1,2508,Settlement,high,,,,,,,,,
A1153,Joseph A. Ostoyich,,,,1,"Baker Botts, L.L.P",1,1,2508,Settlement,high,,,,,,,,,
A1154,J. Alan Truitt,,,,1,"Maynard, Cooper & Gale, P.C.",1,1,2508,Settlement,high,,,,,,,,,
A1155,John P. Konvalinka,,,,1,"Grant, Konvalinka & Harrison, PC",1,1,2508,Settlement,high,,,,,,,,,
A1156,J. Andrew Meyer,,,,1,,1,1,2513,ClassCounsel,high,,,,,,,,,
A1157,"Ernest F. Koschineg, III",,,,1,"Cipriani & Werner, P.C.",1,1,2511,LeadCounsel,high,,,,,,,,,
A1158,John Mark Griffin,,,,1,"Warren and Griffin, P.C.",1,1,2508,Communications,high,,,,,,,,,
A1159,Margaret Branch,,,,1,Branch Law Firm,1,1,2502,Management,high,,,,,,,,,
A1160,Lisa Ann Gorshe,Lisa Gorshe,,,1,"Johnson Becker, PLLC; Johnson Becker PLLC",2,3,"2502, 3014",Management; Settlement,high,,,,,,,,,
A1161,Mike Heaviside,,,,1,Heaviside Reed Zaic,1,1,2502,Management,high,,,,,,,,,
A1162,Catherine Heacox,,,,1,The Lanier Law Firm,1,1,2502,Management,high,,,,,,,,,
A1163,Casey Lott,,,,1,"Langston & Lott, PA",1,1,2502,Management,high,,,,,,,,,
A1164,Frank Petosa,,,,1,"Morgan & Morgan, PA; Morgan and Morgan, P.A.; MORGAN AND MORGAN COMPLEX LITIGATION GROUP; Morgan and Morgan Complex Litigation Group",3,4,"2502, 2514, 2577",ClassCounsel; Management,high,,,,,,,,,
A1165,Lori Siler Restaino,,,,1,"Restaino Siler, LLC",1,1,2502,Management,high,,,,,,,,,
A1166,Frank Woodson,,,,1,"Beasley, Allen, Crow, Methvin, Portis & Miles, PC; BEASLEY, ALLEN, CROW, METHVIN, PORTIS & MILES, P.C.",2,2,"2502, 2924",Management,high,,,,,,,,,
A1167,David T. Butsch,,,,1,Butsch Roberts & Associates LLC,1,1,2564,Management,high,,,,,,,,,
A1168,Katrina Carroll,,,,1,"Lite DePalma Greenberg, LLC; CARLSON LYNCH LLP; Carlson Lynch, LLP; Lynch Carpenter LLP",3,5,"2564, 2948, 3032",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1169,Daniel T. Brier,,,,1,Myers Brier & Kelly LLP,1,1,2532,Communications,high,,,,,,,,,
A1170,Frank J. Brier,,,,1,Myers Brier & Kelly LLP,1,1,2532,Communications,high,,,,,,,,,
A1171,John B. Dempsey,,,,1,Myers Brier & Kelly LLP,1,1,2532,Communications,high,,,,,,,,,
A1172,John G. Simon,,,,1,"Simon Law Firm, P.C.",1,1,2562,Communications; Management,high,,,,,,,,,
A1173,David Steelman,,,,1,"Steelman, Gaunt & Horsefield",1,1,2562,Management,high,,,,,,,,,
A1174,Joseph I. Marchese,,,,1,"Bursor & Fisher, P.A.",1,1,2562,Management,high,,,,,,,,,
A1175,Andrew A. Lemmon,,,,1,"Lemmon Law Firm, LLC",1,1,2514,Management,high,,,,,,,,,
A1176,David Wise,,,,1,"Wise & Donahue, PLC",1,1,2514,Management,high,,,,,,,,,
A1177,John P. Mandler,,,,1,Faegre Baker Daniels LLP,1,1,2514,LeadCounsel,high,,,,,,,,,
A1178,Richard J. Burke,Richard Burke,,,1,"QUANTUM LEGAL, LLC; Quantum Legal, LLC",1,2,2540,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1179,MaryBeth V. Gibson,,,,1,"Gibson Consumer Law Group, LLC; Finley Firm, P.C.; The Finley Firm, P.C.; THE FINLEY FIRM, P.C.",4,6,"2583, 2948, 3056, 3074",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1180,Mary Beth Gibson,,,,1,,1,1,2583,Management,high,,,,,,,,,
A1181,Scott C. Harris,Scott Harris,,,1,"Bryson, Harris, Suciu & Demay PLLC; WHITFIELD BRYSON & MASON, LLP; Whitfield Bryson & Mason, LLP; MILBERG COLEMAN BRYSON PHILLIPS GROSSMAN, LLC",2,5,"2577, 3078",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1182,Jeremy Williams,,,,1,"WHITFIELD BRYSON & MASON, LLP",1,1,2577,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1183,Lindsey H. Taylor,,,,1,"CARELLA, BYRNE, CECCHI, OLSTEIN, BRODY & AGNELLO, P.C.",1,1,2577,ClassCounsel; Communications,high,,,,,,,,,
A1184,Jack Landskroner,,,,1,"LANDSKRONER, GRIECO, MERRIMAN, LLC; Landskroner, Grieco, Merriman, LLC",1,2,2577,ClassCounsel; Management,high,,,,,,,,,
A1185,Joseph B. Kenney,,,,1,Chimicles & Tikellis LLP,1,1,2577,Management,high,,,,,,,,,
A1186,Andrew J. Rossman,,,,1,"Quinn Emanuel Urquhart & Sullivan, LLP",1,1,2577,Communications; LeadCounsel,high,,,,,,,,,
A1187,Ronald Levine,,,,1,"Herrick, Feinstein LLP",1,1,2577,LocalCounsel,high,,,,,,,,,
A1188,Kenneth S. Canfield,,,,1,"Doffermyre Shields Canfield & Knowles, LLC",1,2,2583,ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1189,Barrett J. Vahle,,,,1,Stueve Siegel Hanson LLP,1,3,2583,ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1190,Roy E. Barnes,,,,1,"The Barnes Law Group, LLC; Barnes Law Group, LLC",1,3,2583,ClassCounsel; Communications; Management,high,,,,,,,,,
A1191,John R. Bevis,,,,1,"The Barnes Law Group, LLC; Barnes Law Group, LLC",2,4,"2583, 3115",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A1192,James M. Evangelista,,,,1,"Harris Penn Lowry, LLP; Harris Penn Lowry LLP",1,3,2583,ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1193,Eve Cervantez,Eve H. Cervantez,,,1,Altshuler Berzon LLP,1,6,2617,ClassCounsel; Communications; LeadCounsel,high,,,,,,,,,
A1194,Michael Sobol,Michael W. Sobol,,,1,"Lieff Cabraser Heimann & Bernstein, LLP; Lieff Cabraser Heimann & Bernstein LLP",1,2,2617,ClassCounsel; Management,high,,,,,,,,,
A1195,Steven A. Gibbins,,,,1,Law Office of Steve Gibbins,1,1,2588,Communications,high,,,,,,,,,
A1196,William H. Anderson,,,,1,"Cuneo Gilbert & LaDuca, LLP",1,1,2588,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1197,Tina Wolfson,,,,1,"Ahdoot & Wolfson, PC; Ahdoot & Wolfson, P.C.; Adhoot & Wolfson, PC",8,9,"2583, 2588, 2904, 2905, 2951, 3096, 3107, 3148",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1198,Gary S. Graifman,,,,1,"Kantrowitz, Goldhamer & Graifman, P.C.; KANTROWITZ, GOLDHAMER & GRAIFMAN, P.C.",3,3,"2583, 3078, 3115",Management,high,,,,,,,,,
A1199,Howard Longman,Howard T. Longman,,,1,"Stull, Stull & Brody",2,3,"2583, 2972",Management,high,,,,,,,,,
A1200,Meredith Johnson,,,,1,,1,1,2617,LeadCounsel,high,,,,,,,,,
A1201,Mark Troutman,,,,1,"Isaac, Wiles, Burkholder & Teeter, LLC; Isaac Wiles Burkholder & Teetor, LLC",1,2,2661,Communications,high,,,,,,,,,
A1202,Gregory Travalio,,,,1,"Isaac, Wiles, Burkholder & Teeter, LLC; Isaac Wiles Burkholder & Teetor, LLC",1,2,2661,Communications,high,,,,,,,,,
A1203,W. Pitts Carr,,,,1,"W. Pitts Carr and Associates, PC",1,1,2583,Communications; Management,high,,,,,,,,,
A1204,Ranse M. Partin,,,,1,Conley Griggs Partin LLP,1,1,2583,Communications; Management,high,,,,,,,,,
A1205,"Joseph Hank Bates, III",,,,1,"Carney Bates & Pulliam, PLLC",1,1,2583,Management,high,,,,,,,,,
A1206,Bryan L. Bleichner,Bryan Bleichner,,,1,"Chestnut Cambronne PA; Chestnut Cambronne, PA",3,6,"2583, 3090, 3108",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1207,Brian C. Gudmundson,Brian Gudmundson,,,1,"Zimmerman Reed LLP; Zimmerman Reed, P.L.L.P.",4,7,"2583, 3083, 3090, 3108",ClassCounsel; LeadCounsel; Management; Settlement,high,,,,,,,,,
A1208,"W. Daniel Miles, III",,,,1,"Beasley Allen Crow Mehtvin Portis & Miles; Beasley, Allen, Crow, Methvin, Portis & Miles P.C.",2,2,"2583, 2905",Management,high,,,,,,,,,
A1209,Arthur M. Murray,Arthur Murray,,,1,Murray Law Firm; the Murray Law Firm,3,5,"2583, 2668, 3108",Management,high,,,,,,,,,
A1210,Hart Robinovitch,,,,1,Zimmerman Reed,2,3,"2639, 2993",LeadCounsel; Management,high,,,,,,,,,
A1211,Daniel Petrocelli,,,,1,O’Melveny & Myers LLP,1,1,2639,LeadCounsel,high,,,,,,,,,
A1212,Paul B. Derby,,,,1,Derby Curtis LLP,1,1,2639,Communications,high,,,,,,,,,
A1213,Jeffrey Barker,,,,1,O’Melveny & Myers LLP,1,1,2639,Communications,high,,,,,,,,,
A1214,David K. Stein,,,,1,Gibbs Law Group LLP,1,1,2661,LeadCounsel,high,,,,,,,,,
A1215,Kenneth M. Rothweiler,,,,1,"Eisenberg, Rothweiler, Winkler, Eisenberg & Jeck, P.C.",1,1,2654,Management,high,,,,,,,,,
A1216,Judith A. Livingston,,,,1,"Kramer, Dillof, Livingston & Moore",1,1,2654,Management,high,,,,,,,,,
A1217,Robert J. Mongeluzzi,,,,1,"Saltz, Mongeluzzi, Barrett & Bendesky, P.C.",1,1,2654,Management,high,,,,,,,,,
A1218,David L. Bryant,,,,1,GableGotwals,1,1,2700,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1219,David E. Keglovits,David Keglovits,,,1,GableGotwals,1,2,2700,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1220,Matthew E. Lee,,,,1,"Whitfield Bryson & Mason LLP; MILBERG COLEMAN BRYSON PHILLIPS GROSSMAN, PLLC",2,5,"2688, 3035",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1221,Howard I. Langer,,,,1,"Langer, Grogan & Diver L.L.P.; Langer, Grogan & Diver, P.C.",1,2,2668,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1222,Scott Martin,,,,1,Hausfeld LLP,1,2,2668,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1223,Jonathan A. Sorkowitz,,,,1,Law Offices of Jonathan A. Sorkowitz; Pierce Bainbridge Beck Price & Hecht LLP,1,3,2903,Management,high,,,,,,,,,
A1224,E. Powell Miller,,,,1,"The Miller Law Firm, P.C.; The Miller Law Firm",2,3,"2901, 3040",Communications; LeadCounsel; Management,high,,,,,,,,,
A1225,Demet Basar,,,,1,"Beasley, Allen, Crow, Methvin, Portis & Miles, P.C.; Wolf Haldenstein Adler Freeman & Herz LLP",2,6,"2903, 3051",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1226,Lee Albert,,,,1,"Glancy, Prognay & Murray LLP",1,1,2668,Management,high,,,,,,,,,
A1227,Charles J. Crueger,,,,1,Hansen Reynolds Dickinson Crueger LLC,1,1,2688,Communications,high,,,,,,,,,
A1228,Erin K. Dickinson,,,,1,Hansen Reynolds Dickinson Crueger LLC,1,1,2688,Communications,high,,,,,,,,,
A1229,Paul E. Benson,,,,1,Michael Best & Friedrich LLP,1,1,2688,Communications,high,,,,,,,,,
A1230,Joseph L. Olson,,,,1,Michael Best & Friedrich LLP,1,1,2688,Communications,high,,,,,,,,,
A1231,Harper Segui,Harper T. Segui,,,1,"Whitfield Bryson LLP; Milberg Coleman Bryson Phillips Grossman, PLLC; Lee Segui PLLC; Kohn, Swift & Graf, P.C.",4,7,"2688, 2972, 2988, 3078",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1232,Melissa W. Wolchansky,,,,1,Halunen Law,1,1,2688,Management,high,,,,,,,,,
A1233,Amy E. Keller,Amy Keller,Amy R. Keller,Amy Elisabeth Keller,1,DiCello Levitt Gutzler LLC; Wexler Wallace LLP; DiCELLO LEVITT LLC; DiCello Levit Gutzler LLC,7,13,"2688, 2904, 2909, 2972, 3019, 3083, 3115",ClassCounsel; LeadCounsel; Management; Motions,high,,,,,,,,,
A1234,Michael P. North,,,,1,"Arthur Chapman Kettering Smetak Pikala, P.A.",1,1,2688,LeadCounsel,high,,,,,,,,,
A1235,James Eubank,,,,1,"Beasley, Allen, Crow, Methvin, Portis & Miles, P.C.",1,3,2903,ClassCounsel,high,,,,,,,,,
A1236,Paul Evans,Paul W. Evans,,,1,"Beasley, Allen, Crow, Methvin, Portis & Miles, P.C.",2,4,"2903, 3149",ClassCounsel; Management,high,,,,,,,,,
A1237,Michael R. Reese,Michael Reese,,,1,Reese LLP,4,8,"2909, 2948, 3009, 3025",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1238,Melissa Weiner,Melissa S. Weiner,,,1,"Pearson, Simon & Warshaw, LLP; Pearson Warshaw, LLP",6,11,"2909, 2972, 2985, 3001, 3083, 3108",ClassCounsel; Discovery; LeadCounsel; Management,high,,,,,,,,,
A1239,Jason Dennett,,,,1,,1,2,2904,Management,high,,,,,,,,,
A1240,Todd S. Garber,,,,1,,1,1,2904,Management,high,,,,,,,,,
A1241,Smart Davidson,,,,1,,1,1,2904,LeadCounsel,high,,,,,,,,,
A1242,Scott Bursor,,,,1,,1,2,2904,Communications,high,,,,,,,,,
A1243,Todd C. Werts,,,,1,,1,2,2904,Management,high,,,,,,,,,
A1244,David S. Stellings,David Stellings,,,1,"Lieff Cabraser Heimann & Bernstein, LLP; Lieff Cabraser Heimann & Bernstein LLP",3,5,"2905, 3014, 3051",LeadCounsel; Management,high,,,,,,,,,
A1245,Gretchen Freeman Cappio,Gretchen F. Cappio,,,1,"Keller Rohrback LLP; Keller Rohrback, LLP; KELLER ROHRBACK LLP; Keller Rohrback L.L.P.",4,6,"2905, 2972, 3052, 3107",Management,high,,,,,,,,,
A1246,Peter Prieto,,,,1,"Podhurst Orseck, P.A.",1,1,2905,Management,high,,,,,,,,,
A1247,Rosemary Rivas,Rosemary M. Rivas,,,1,"Levi & Korsinsky, LLP",2,2,"2905, 2938",Management,high,,,,,,,,,
A1248,Stacey Slaughter,Stacey P. Slaughter,,,1,Robins Kaplan LLP,4,7,"2905, 2918, 3071, 3110",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1249,Lesley Weaver,,,,1,"Bleichmar Fonti & Auld, LLP",1,1,2905,Management,high,,,,,,,,,
A1250,Stephen Zack,,,,1,Boies Schiller Flexner LLP,1,1,2905,Management,high,,,,,,,,,
A1251,Jonathan Levine,,,,1,Pritzker Levine LLP,1,1,2905,Communications,high,,,,,,,,,
A1252,Daniel Tepper,,,,1,Wolf Haldenstein Adler Freeman & Herz LLP,1,1,2903,LeadCounsel,high,,,,,,,,,
A1253,Kate M. McGuire,,,,1,Wolf Haldenstein Adler Freeman & Herz LLP,1,1,2903,LeadCounsel,high,,,,,,,,,
A1254,Daniel Smolen,,,,1,Smolen & Roytman,1,1,2903,Management,high,,,,,,,,,
A1255,L. Timothy Fisher,,,,1,"Bursor & Fisher, P.A.",1,1,2903,Management,high,,,,,,,,,
A1256,Sarah London,Sarah R. London,,,1,"Lieff Cabraser Heimann & Bernstein, LLP",2,2,"2913, 3084",Communications; LeadCounsel; Management,high,,,,,,,,,
A1257,Joseph VanZandt,Joseph Van Zandt,,,1,,2,5,"2913, 3047",Coordination; Management,high,,,,,,,,,
A1258,David L. Raiser,,,,1,King & Spalding LLP,1,1,2915,LeadCounsel,high,,,,,,,,,
A1259,Robert Angle,,,,1,Troutman Sanders LLP,1,1,2915,LocalCounsel,high,,,,,,,,,
A1260,Mary C. Zinsner,,,,1,Troutman Sanders LLP,1,1,2915,LocalCounsel,high,,,,,,,,,
A1261,Christopher T. Micheletti,Christopher Micheletti,,,1,Zelle LLP,2,5,"2918, 3107",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A1262,Qianwei Fu,,,,1,Zelle LLP,1,1,2918,ClassCounsel,high,,,,,,,,,
A1263,Ellen G. Jalkut,,,,1,Robins Kaplan LLP,1,1,2918,ClassCounsel,high,,,,,,,,,
A1264,Marc Gather,,,,1,,1,1,2904,Management,high,,,,,,,,,
A1265,Todd S. Gather,,,,1,,1,1,2904,Management,high,,,,,,,,,
A1266,William V. Reiss,,,,1,Robins Kaplan LLP,1,2,2918,ClassCounsel,high,,,,,,,,,
A1267,Aaron M. Sheanin,,,,1,Robins Kaplan LLP,1,2,2918,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1268,Esther E. Berezofsky,,,,1,,1,1,2921,Management,high,,,,,,,,,
A1269,Christopher Gold,,,,1,,1,1,2921,Management,high,,,,,,,,,
A1270,Sarah T. Hansel,,,,1,Motley Rice LLC,1,1,2921,Management,high,,,,,,,,,
A1271,Dory P. Antullis,,,,1,Robbins Geller Rudman & Dowd LLP,1,1,2921,Management,high,,,,,,,,,
A1272,Michael J. Flannery,,,,1,"Cuneo Gilbert & LaDuca, LLP; Cuneo, Gilbert & LaDuca, LLP",4,4,"2918, 2998, 3031, 3107",ClassCounsel; LeadCounsel,high,,,,,,,,,
A1273,Christian E. Hudson,,,,1,"Cuneo Gilbert & LaDuca, LLP",1,1,2918,ClassCounsel,high,,,,,,,,,
A1274,Victoria Sims,,,,1,"Cuneo Gilbert & LaDuca, LLP",1,1,2918,ClassCounsel; LeadCounsel,high,,,,,,,,,
A1275,Joanne M. O’Connor,,,,1,,1,1,2924,Communications,high,,,,,,,,,
A1276,Sarah E. Johnston,,,,1,BARNES & THORNBURG LLP,2,3,"2924, 3043",Communications,high,,,,,,,,,
